Query_ID;Subject_ID;Percentage_Identity;Alignment_Length;Mismatches;Gap_Openings;Query_Start;Query_End;Subject_Start;Subject_End;E-value;BitScore;treatments
k99_248234_1;102;50.3;193;84;5;1;186;17;204;2.34e-58;177.0;CW
k99_248234_1;101;56.1;123;45;3;72;186;2;123;2.29e-36;121.0;CW
k99_250340_1;PpEst;50.8;179;88;0;10;188;23;201;9.260000000000001e-70;204.0;CW
k99_262023_1;IS12;52.2;180;84;2;1;179;77;255;2.48e-61;186.0;CW
k99_267667_1;202;63.4;41;15;0;36;76;34;74;3.52e-11;55.5;CW
k99_285887_1;202;60.0;35;14;0;82;116;34;68;4.33e-08;46.2;CW
k99_286540_1;BsEstB;55.0;80;36;0;2;81;152;231;3.96e-24;89.0;CW
k99_288543_1;Est18_23;52.9;34;16;0;4;37;166;199;9.15e-07;40.4;CW
k99_291538_1;Tcur_1278;65.6;64;21;1;4;66;226;289;2.37e-28;95.1;CW
k99_291538_1;PHL-4;65.6;64;21;1;3;65;194;257;2.69e-28;94.4;CW
k99_291538_1;PHL-5;66.7;63;20;1;3;64;194;256;5.32e-28;93.6;CW
k99_291538_1;PHL-6;66.7;63;20;1;3;64;194;256;5.32e-28;93.6;CW
k99_291538_1;PET40;59.7;67;26;1;1;66;196;262;1.9e-25;87.0;CW
k99_291538_1;"PHL-7(PES-H1;PES-H2)";60.7;61;24;0;4;64;198;258;5.56e-25;85.9;CW
k99_291538_1;Tcur0390;62.5;64;21;1;4;64;228;291;5.6999999999999995e-25;86.3;CW
k99_291538_1;PHL-3;60.7;61;24;0;4;64;198;258;6.88e-25;85.5;CW
k99_291538_1;Thh_Est;59.1;66;24;1;2;64;196;261;1.99e-24;84.3;CW
k99_291538_1;Cut190;55.4;65;29;0;1;65;240;304;3.5199999999999996e-24;84.3;CW
k99_291538_1;607-Nsp;56.7;67;28;1;1;66;243;309;1.42e-23;82.8;CW
k99_291538_1;CaPETase;61.5;65;22;2;3;64;234;298;1.75e-23;82.4;CW
k99_291538_1;PHL-2;57.6;66;27;1;1;65;195;260;2.0399999999999998e-23;81.6;CW
k99_291538_1;606;56.1;66;26;1;4;66;197;262;1.15e-22;79.7;CW
k99_291538_1;405;56.1;66;28;1;1;65;208;273;1.35e-22;79.7;CW
k99_291538_1;503;55.7;61;27;0;4;64;198;258;2.12e-22;79.0;CW
k99_291538_1;Est1(Hydrolase4,Enzyme708);56.7;67;26;1;1;64;229;295;2.41e-22;79.3;CW
k99_291538_1;PHL-1;56.1;66;28;1;1;65;195;260;4.22e-22;78.2;CW
k99_291538_1;611;58.1;62;25;1;5;65;200;261;8.360000000000001e-22;77.4;CW
k99_291538_1;711;56.1;66;26;1;2;64;195;260;4.46e-21;75.5;CW
k99_291538_1;Est119;56.3;64;25;1;4;64;236;299;6.840000000000001e-21;75.5;CW
k99_291538_1;Thc_Cut1;53.7;67;28;1;1;64;195;261;1.78e-20;73.9;CW
k99_291538_1;TfH42_Cut1;54.5;66;27;1;2;64;196;261;2.4e-20;73.6;CW
k99_291538_1;701;54.5;66;27;1;2;64;196;261;2.4e-20;73.6;CW
k99_291538_1;Thc_Cut2;54.5;66;27;1;2;64;196;261;2.48e-20;73.6;CW
k99_295903_1;202;53.7;41;19;0;157;197;32;72;5.74e-09;47.0;CW
k99_298067_1;101;60.6;109;43;0;1;109;42;150;1.45e-41;131.0;CW
k99_298067_1;Est18_23;58.3;103;42;1;1;103;116;217;4.1600000000000005e-32;109.0;CW
k99_298067_1;102;52.9;104;47;2;1;104;125;226;5.01e-29;99.0;CW
k99_298067_1;BsEstB;52.4;103;45;2;1;103;118;216;6.19e-28;98.2;CW
k99_309388_1;PpEst;51.9;189;89;1;30;218;15;201;3.03e-71;209.0;CW
k99_310025_5;PpEst;52.8;193;86;1;19;211;14;201;5.48e-71;207.0;CW
k99_312148_1;101;58.8;102;41;1;1;101;43;144;3.94e-36;117.0;CW
k99_312148_1;Est18_23;64.7;102;34;2;1;101;117;217;2.8400000000000004e-35;118.0;CW
k99_312148_1;102;56.3;103;44;1;1;103;126;227;1.5199999999999998e-34;113.0;CW
k99_312148_1;BsEstB;56.9;102;39;3;1;101;119;216;8.36e-30;103.0;CW
k99_312300_2;PpEst;59.5;42;17;0;1;42;160;201;1.37e-16;61.6;CW
k99_315744_1;102;52.1;167;71;3;1;158;56;222;1.6400000000000002e-58;177.0;CW
k99_315744_1;Est18_23;52.1;169;69;5;1;158;47;214;6.1000000000000004e-49;157.0;CW
k99_315744_1;BsEstB;50.0;164;74;5;2;158;51;213;3.4199999999999997e-46;149.0;CW
k99_315744_1;101;51.4;140;56;3;31;158;2;141;2.5900000000000003e-43;138.0;CW
k99_318236_1;202;57.6;33;14;0;148;180;36;68;4.67e-07;40.8;CW
k99_320201_2;IS12;51.5;134;65;0;1;134;174;307;2.4100000000000003e-43;137.0;CW
k99_323061_1;IS12;50.4;129;63;1;1;129;142;269;2.11e-32;109.0;CW
k99_326336_1;Est18_23;60.9;128;49;1;1;127;81;208;7.14e-49;155.0;CW
k99_326336_1;BsEstB;55.1;127;55;1;1;127;83;207;8.36e-44;142.0;CW
k99_326336_1;102;52.3;130;58;3;1;127;88;216;3.1e-35;115.0;CW
k99_326568_1;IS10;50.6;77;37;1;42;117;76;152;1.37e-20;77.0;CW
k99_340077_1;IS12;53.7;82;38;0;1;82;226;307;5.61e-26;90.1;CW
k99_346068_1;101;52.7;110;50;2;1;108;37;146;4.17e-34;112.0;CW
k99_346068_1;102;54.7;106;46;2;2;106;121;225;1.2200000000000001e-31;106.0;CW
k99_346068_1;BsEstB;50.0;92;42;1;15;106;129;216;2.04e-25;91.7;CW
k99_350013_1;101;62.7;75;28;0;1;75;70;144;1.63e-28;98.6;CW
k99_350013_1;Est18_23;66.7;63;21;0;13;75;155;217;9.28e-24;87.4;CW
k99_350013_1;BsEstB;61.9;63;24;0;13;75;154;216;1.14e-22;84.3;CW
k99_355627_1;405;58.3;36;15;0;84;119;132;167;7.56e-07;40.4;CW
k99_355627_1;611;58.8;34;14;0;85;118;121;154;9.82e-07;40.0;CW
k99_355627_1;PHL-3;52.6;38;18;0;83;120;118;155;1.31e-06;39.7;CW
k99_355627_1;"PHL-7(PES-H1;PES-H2)";52.6;38;18;0;83;120;118;155;1.34e-06;39.7;CW
k99_356120_2;102;52.2;90;40;2;12;101;9;95;7.83e-24;85.1;CW
k99_368542_3;PpEst;52.7;186;88;0;7;192;16;201;5.509999999999999e-69;202.0;CW
k99_378329_1;202;56.8;44;19;0;4;47;34;77;5.27e-13;56.2;CW
k99_382757_5;202;58.3;36;15;0;123;158;36;71;8.2e-07;42.4;CW
k99_384919_1;IS12;55.0;100;44;1;4;102;143;242;6.49e-31;103.0;CW
k99_387011_1;PpEst;55.3;152;68;0;11;162;24;175;2.17e-57;171.0;CW
k99_393651_1;IS12;65.0;100;35;0;12;111;45;144;1.59e-44;139.0;CW
k99_393651_1;IS10;55.1;98;41;3;7;102;39;135;2.73e-33;110.0;CW
k99_402820_1;Est8_89;50.0;40;20;0;2;41;81;120;2.62e-10;48.5;CW
k99_403123_1;202;52.4;42;20;0;78;119;30;71;5.14e-11;51.6;CW
k99_407037_1;RCut;51.2;84;34;2;4;85;1;79;4.55e-17;65.1;CW
k99_408240_1;102;56.3;263;111;2;44;303;27;288;3.8599999999999996e-95;276.0;CW
k99_420364_1;BsEstB;51.0;98;47;1;1;98;158;254;3.64e-27;95.5;CW
k99_420364_1;Est18_23;57.1;84;36;0;1;84;159;242;1.79e-26;93.6;CW
k99_420364_1;101;62.7;59;22;0;1;59;86;144;1.6600000000000001e-21;78.6;CW
k99_420364_1;102;54.2;59;27;0;1;59;167;225;1.47e-16;65.1;CW
k99_420970_1;PpEst;50.0;172;86;0;18;189;23;194;1.37e-63;188.0;CW
k99_435575_1;102;60.4;111;43;1;2;112;102;211;3.02e-41;130.0;CW
k99_435575_1;101;55.2;116;46;2;5;114;17;132;6.92e-37;119.0;CW
k99_435575_1;Est18_23;55.3;114;49;2;2;114;93;205;2.01e-35;119.0;CW
k99_435575_1;BsEstB;53.2;111;47;2;5;114;98;204;1.81e-32;110.0;CW
k99_440334_3;IS12;51.5;235;112;2;108;341;51;284;1.15e-71;219.0;CW
k99_445249_1;101;56.3;32;14;0;47;78;212;243;1.56e-08;45.1;CW
k99_456322_1;101;50.0;30;15;0;66;95;214;243;8.32e-06;35.0;CW
k99_458942_1;202;58.1;43;18;0;52;94;36;78;7.07e-09;45.8;CW
k99_470422_10;202;52.8;36;17;0;125;160;36;71;3.53e-06;40.4;CW
k99_471508_2;PpEst;53.4;178;83;0;1;178;24;201;5.36e-65;191.0;CW
k99_472777_1;PpEst;51.7;116;56;0;1;116;36;151;3.630000000000001e-43;133.0;CW
k99_479935_2;PpEst;52.2;178;85;0;1;178;24;201;6.18e-64;188.0;CW
k99_480256_1;PpEst;50.3;149;74;0;2;150;53;201;5.21e-53;159.0;CW
k99_488775_2;PpEst;55.0;129;58;0;18;146;23;151;1.26e-49;150.0;CW
k99_493740_1;202;50.0;36;16;1;125;160;35;68;2.74e-06;38.9;CW
k99_499299_1;101;50.6;89;36;4;118;200;2;88;2.08e-21;82.0;CW
k99_517497_1;IS10;54.6;97;44;0;16;112;76;172;7.67e-28;96.3;CW
k99_518011_1;Est18_23;52.7;167;76;2;1;167;22;185;1.1999999999999999e-54;172.0;CW
k99_518011_1;BsEstB;50.9;167;75;2;1;167;25;184;4.21e-49;157.0;CW
k99_518011_1;101;52.7;112;46;3;62;167;2;112;1.37e-29;102.0;CW
k99_518183_4;BsEstB;50.3;159;72;3;11;168;79;231;2.0999999999999997e-42;140.0;CW
k99_518183_4;Est18_23;50.7;150;70;2;10;158;76;222;3.0499999999999997e-40;135.0;CW
k99_518183_4;102;51.1;139;67;1;10;148;83;220;3.72e-38;125.0;CW
k99_520312_1;Est8_89;52.9;119;56;0;1;119;117;235;1.75e-35;115.0;CW
k99_521773_1;102;56.5;131;52;2;1;130;31;157;1.08e-50;155.0;CW
k99_521773_1;BsEstB;56.9;123;48;3;1;122;25;143;1.45e-39;130.0;CW
k99_537501_1;202;71.1;38;11;0;175;212;39;76;5.82e-11;53.1;CW
k99_537902_3;PpEst;50.8;193;93;1;7;199;11;201;1.4899999999999998e-68;201.0;CW
k99_547943_1;BsEstB;55.2;58;25;1;36;93;7;63;4.43e-17;67.0;CW
k99_563036_1;BsEstB;51.1;92;41;3;2;92;118;206;1.88e-20;76.6;CW
k99_567321_1;PpEst;52.9;70;33;0;1;70;24;93;2.3099999999999999e-23;80.5;CW
k99_568639_1;IS12;54.7;53;24;0;62;114;46;98;2.72e-15;62.4;CW
k99_569408_1;Est18_23;63.0;108;39;1;1;107;106;213;4.3899999999999995e-40;131.0;CW
k99_569408_1;BsEstB;58.3;108;41;3;1;107;108;212;3.1000000000000004e-37;123.0;CW
k99_569408_1;101;50.5;105;50;2;5;107;36;140;1.53e-26;92.4;CW
k99_570080_1;101;56.2;89;39;0;1;89;55;143;6.57e-33;109.0;CW
k99_570080_1;102;53.9;89;40;1;1;89;137;224;3.02e-28;97.1;CW
k99_570080_1;BsEstB;57.3;89;34;2;1;89;131;215;3.67e-28;99.0;CW
k99_570080_1;Est18_23;57.3;89;37;1;1;89;129;216;3.6999999999999997e-28;99.0;CW
k99_574823_1;Est18_23;58.4;113;47;0;1;113;117;229;7.390000000000001e-37;122.0;CW
k99_574823_1;BsEstB;56.6;106;43;1;1;106;119;221;7.16e-36;120.0;CW
k99_574823_1;101;53.4;103;47;1;1;102;43;145;1.06e-30;103.0;CW
k99_574823_1;102;50.5;101;49;1;1;101;126;225;1.22e-26;92.8;CW
k99_582098_1;IS12;51.4;140;67;1;1;140;1;139;1.4199999999999998e-46;146.0;CW
k99_591319_3;202;51.4;37;18;0;127;163;33;69;2.87e-08;47.0;CW
k99_593637_2;102;53.8;39;18;0;4;42;12;50;8.18e-11;46.6;CW
k99_594101_1;102;50.0;260;111;5;54;303;10;260;4.5e-79;235.0;CW
k99_594101_1;101;52.4;147;63;3;126;266;2;147;6.01e-45;147.0;CW
k99_604625_1;Est18_23;59.6;104;42;0;1;104;139;242;2.92e-33;114.0;CW
k99_604625_1;101;52.8;106;48;2;1;105;65;169;2.84e-24;87.8;CW
k99_604625_1;BsEstB;64.2;67;24;0;21;87;158;224;2.32e-22;84.0;CW
k99_604625_1;102;62.7;59;22;0;21;79;167;225;2.61e-18;71.6;CW
k99_609599_1;Est18_23;53.3;92;42;1;1;92;126;216;1.96e-27;98.6;CW
k99_609599_1;BsEstB;50.0;92;42;1;1;92;128;215;2.4500000000000002e-26;95.5;CW
k99_610655_1;102;66.4;128;39;2;11;136;80;205;5.3e-56;169.0;CW
k99_610655_1;Est18_23;57.7;123;47;3;15;135;77;196;2.4999999999999997e-42;138.0;CW
k99_610655_1;BsEstB;52.8;125;53;2;14;137;78;197;2.48e-41;135.0;CW
k99_610655_1;101;53.2;124;50;4;18;135;2;123;1.25e-39;127.0;CW
k99_611971_2;Est18_23;64.1;39;14;0;38;76;95;133;5.29e-15;60.1;CW
k99_611971_2;102;56.3;48;20;1;29;76;95;141;6.5e-12;51.2;CW
k99_616731_1;102;56.7;180;70;4;1;178;37;210;2.54e-62;187.0;CW
k99_616731_1;101;54.9;133;52;3;56;182;2;132;3.4699999999999996e-42;136.0;CW
k99_618212_1;PpEst;52.9;153;72;0;1;153;29;181;6.79e-58;172.0;CW
k99_642580_1;PpEst;50.0;166;83;0;1;166;36;201;1.45e-62;184.0;CW
k99_645700_3;202;68.4;38;12;0;164;201;39;76;2.93e-10;50.8;CW
k99_653757_1;BsEstB;52.2;136;59;4;1;134;100;231;1.65e-35;121.0;CW
k99_653757_1;101;50.8;126;55;2;1;119;19;144;2.35e-34;115.0;CW
k99_653757_1;Est18_23;51.2;121;56;2;1;119;98;217;2.18e-33;115.0;CW
k99_653925_1;102;52.3;130;53;3;14;135;60;188;1.15e-38;125.0;CW
k99_655661_1;101;55.4;74;30;1;4;74;71;144;4.62e-22;81.3;CW
k99_655661_1;BsEstB;60.9;64;25;0;12;75;154;217;5.7500000000000005e-21;79.3;CW
k99_662682_1;IS12;57.9;95;40;0;4;98;46;140;1.01e-36;119.0;CW
k99_662682_1;IS10;58.3;96;38;2;4;98;46;140;3.03e-34;112.0;CW
k99_664987_2;PpEst;52.5;183;87;0;17;199;19;201;3.85e-64;190.0;CW
k99_668433_2;Est18_23;50.0;34;17;0;6;39;3;36;2e-09;42.4;CW
k99_668433_2;102;50.0;34;17;0;6;39;12;45;3.4e-08;38.9;CW
k99_676955_1;BsEstB;69.4;49;15;0;1;49;168;216;5.37e-18;69.7;CW
k99_676955_1;Est18_23;67.3;49;16;0;1;49;169;217;1e-17;68.9;CW
k99_678548_1;102;50.7;209;86;7;56;261;32;226;1.28e-59;184.0;CW
k99_690552_1;Est18_23;63.6;165;60;0;19;183;77;241;3.23e-67;206.0;CW
k99_690552_1;BsEstB;52.4;185;81;3;2;183;59;239;7.229999999999999e-61;189.0;CW
k99_690552_1;102;56.8;146;60;2;16;159;81;225;9.7e-48;150.0;CW
k99_690552_1;101;56.9;144;55;3;22;159;2;144;4.8199999999999996e-46;146.0;CW
k99_690786_1;102;52.5;120;49;4;27;138;4;123;5.21e-34;113.0;CW
k99_698185_1;IS12;50.0;210;104;1;2;211;59;267;8.23e-59;181.0;CW
k99_704059_1;Est18_23;67.6;71;23;0;1;71;147;217;6.13e-30;103.0;CW
k99_704059_1;BsEstB;71.4;63;18;0;9;71;154;216;3.59e-27;95.9;CW
k99_704059_1;101;61.9;63;24;0;9;71;82;144;1.52e-24;87.0;CW
k99_706932_1;202;61.5;39;15;0;25;63;33;71;1.97e-09;46.6;CW
k99_710434_1;IS12;62.3;220;83;0;9;228;77;296;2.15e-97;280.0;CW
k99_710434_1;IS10;54.5;220;100;0;9;228;77;296;1.2e-80;237.0;CW
k99_712298_1;102;57.9;38;16;0;1;38;183;220;1.69e-07;42.7;CW
k99_714090_1;IS12;54.4;298;134;2;1;298;1;296;1.6399999999999999e-108;311.0;CW
k99_719867_1;101;56.0;109;39;2;2;103;13;119;1.4300000000000002e-35;115.0;CW
k99_724824_1;202;54.1;37;17;0;110;146;34;70;3.35e-07;40.4;CW
k99_734777_1;IS12;55.8;104;44;1;3;106;46;147;6.42e-38;122.0;CW
k99_741676_1;102;50.0;82;38;1;10;91;17;95;5.100000000000001e-21;77.0;CW
k99_745279_4;102;58.8;51;21;0;1;51;170;220;2.93e-15;67.4;CW
k99_748114_1;102;55.1;98;42;1;12;107;10;107;1.32e-32;108.0;CW
k99_753199_1;PpEst;51.7;174;84;0;1;174;24;197;1.4699999999999998e-67;197.0;CW
k99_754167_1;101;51.1;137;58;2;8;137;10;144;1.3999999999999998e-42;139.0;CW
k99_754167_1;BsEstB;51.4;138;59;3;12;147;95;226;2.12e-39;134.0;CW
k99_754167_1;Est18_23;53.1;130;56;2;11;138;92;218;8.03e-39;132.0;CW
k99_757530_1;Est18_23;52.8;127;55;1;1;127;50;171;4.42e-44;142.0;CW
k99_757530_1;BsEstB;53.1;96;42;1;32;127;78;170;1.4099999999999999e-30;106.0;CW
k99_757530_1;102;51.0;104;48;2;26;127;77;179;3.1999999999999996e-30;102.0;CW
k99_757530_1;101;53.5;101;34;5;36;127;2;98;5.91e-26;91.7;CW
k99_760517_1;102;58.3;180;71;3;1;179;32;208;1.01e-68;204.0;CW
k99_771653_1;102;54.3;127;55;3;2;126;54;179;3.7499999999999995e-40;128.0;CW
k99_774307_1;IS12;57.1;84;35;1;6;88;200;283;9.39e-27;93.6;CW
k99_785043_1;202;52.0;50;24;0;27;76;25;74;3.06e-09;48.5;CW
k99_788096_1;202;50.0;48;24;0;76;123;24;71;1.02e-07;44.7;CW
k99_792157_2;102;52.7;241;103;6;6;244;16;247;5.24e-74;220.0;CW
k99_792157_2;101;52.8;161;68;3;84;238;2;160;1.25e-49;157.0;CW
k99_794096_1;102;58.6;111;43;2;1;110;114;222;1.75e-38;123.0;CW
k99_794096_1;101;50.0;108;50;3;4;110;37;141;1.07e-28;98.2;CW
k99_794096_1;BsEstB;51.8;110;47;3;2;110;109;213;1.1700000000000001e-27;97.4;CW
k99_794096_1;Est18_23;53.5;101;44;3;11;110;116;214;7.930000000000001e-27;95.1;CW
k99_797848_1;IS10;68.0;25;8;0;2;26;244;268;7.8e-08;37.4;CW
k99_798066_1;PpEst;55.1;107;48;0;1;107;94;200;4.9600000000000006e-37;117.0;CW
k99_821480_2;202;50.0;50;24;1;109;158;20;68;8.23e-07;42.4;CW
k99_826996_1;IS10;57.3;89;37;1;69;156;76;164;1.34e-26;94.7;CW
k99_829643_1;405;54.1;159;72;1;2;159;34;192;2.71e-55;168.0;CW
k99_829643_1;611;53.5;159;73;1;2;159;22;180;4.1699999999999996e-54;164.0;CW
k99_829643_1;PHL-2;52.8;159;74;1;2;159;21;179;8.13e-54;164.0;CW
k99_829643_1;711;53.8;160;70;2;2;159;21;178;1.18e-53;163.0;CW
k99_829643_1;PHL-5;51.3;158;77;0;2;159;21;178;8.49e-53;161.0;CW
k99_829643_1;PHL-6;50.6;158;78;0;2;159;21;178;1.1999999999999999e-52;160.0;CW
k99_829643_1;PHL-3;53.5;159;73;1;2;159;21;179;3.5899999999999994e-52;159.0;CW
k99_829643_1;"PHL-7(PES-H1;PES-H2)";53.5;159;73;1;2;159;21;179;4.48e-52;159.0;CW
k99_829643_1;Tcur_1278;53.5;159;73;1;2;159;49;207;9.070000000000001e-51;157.0;CW
k99_829643_1;Thc_Cut2;52.2;161;72;3;2;159;21;179;1.92e-50;155.0;CW
k99_829643_1;Cut190;50.6;160;77;1;2;159;65;224;2.66e-50;156.0;CW
k99_829643_1;606;51.9;158;76;0;2;159;21;178;3.63e-50;154.0;CW
k99_829643_1;Thc_Cut1;51.6;161;73;3;2;159;21;179;3.84e-50;154.0;CW
k99_829643_1;702;51.6;161;73;3;2;159;22;180;5.14e-50;154.0;CW
k99_829643_1;Est1(Hydrolase4,Enzyme708);50.3;161;75;3;2;159;55;213;6.11e-50;155.0;CW
k99_829643_1;Est119;50.9;161;74;3;2;159;59;217;6.76e-50;155.0;CW
k99_829643_1;Tfu_0882;52.2;161;72;3;2;159;78;236;7.68e-50;155.0;CW
k99_829643_1;Cut1;52.2;161;72;3;2;159;78;236;7.68e-50;155.0;CW
k99_829643_1;BTA-1;51.6;161;73;3;2;159;60;218;9.79e-50;154.0;CW
k99_829643_1;Tfu_0883;51.6;161;73;3;2;159;60;218;9.79e-50;154.0;CW
k99_829643_1;TfCut_2;51.6;161;73;3;2;159;60;218;9.79e-50;154.0;CW
k99_829643_1;Cut2;51.6;161;73;3;2;159;60;218;9.79e-50;154.0;CW
k99_829643_1;PHL-1;50.3;159;78;1;2;159;21;179;1.89e-49;152.0;CW
k99_829643_1;BTA-2;51.6;161;73;3;2;159;60;218;1.95e-49;154.0;CW
k99_829643_1;PET1;51.6;159;76;1;2;159;75;233;5.5e-49;153.0;CW
k99_836473_1;102;50.0;66;33;0;31;96;9;74;5.09e-16;63.9;CW
k99_843358_1;Est18_23;52.1;165;74;1;1;160;78;242;5.64e-52;165.0;CW
k99_843358_1;BsEstB;51.9;162;75;2;1;160;80;240;3.09e-50;160.0;CW
k99_843358_1;101;50.7;144;59;4;3;135;2;144;6.23e-38;124.0;CW
k99_850109_1;IS12;56.1;171;75;0;5;175;19;189;7.57e-62;187.0;CW
k99_850109_1;IS10;52.5;160;76;0;11;170;25;184;2.47e-56;172.0;CW
k99_862390_1;Est18_23;50.8;124;59;1;2;123;12;135;4.09e-39;129.0;CW
k99_862390_1;102;51.6;124;57;2;2;123;21;143;5.73e-34;112.0;CW
k99_869437_1;Est18_23;50.7;134;58;2;1;126;45;178;5.5599999999999994e-46;147.0;CW
k99_881348_1;102;52.8;142;64;2;7;146;85;225;9.589999999999999e-42;139.0;CW
k99_883697_1;Est18_23;51.6;93;42;3;20;111;78;168;4.01e-26;93.2;CW
k99_888746_1;IS11;54.5;176;80;0;24;199;28;203;5.71e-69;210.0;CW
k99_889207_1;PpEst;51.1;186;91;0;14;199;16;201;2.89e-68;200.0;CW
k99_890828_4;PpEst;51.0;196;95;1;1;195;6;201;3.09e-67;197.0;CW
k99_902716_1;IS12;53.6;56;26;0;79;134;76;131;5.53e-15;62.4;CW
k99_904458_1;202;55.8;43;19;0;65;107;29;71;1.53e-09;50.4;CW
k99_915369_1;BurPL;50.0;32;16;0;35;66;278;309;3.83e-07;39.3;CW
k99_915369_1;406;51.6;31;15;0;36;66;154;184;1.24e-06;37.7;CW
k99_915369_1;EsteraseMG8;54.8;31;13;1;36;66;160;189;5.86e-06;35.8;CW
k99_920042_1;101;60.2;93;37;0;3;95;53;145;1.1900000000000001e-35;116.0;CW
k99_920042_1;Est18_23;64.5;93;32;1;3;95;127;218;7.66e-33;111.0;CW
k99_920042_1;102;57.4;94;39;1;1;94;133;225;5.73e-31;103.0;CW
k99_920042_1;BsEstB;62.4;93;31;2;3;95;129;217;1.2400000000000001e-29;102.0;CW
k99_926809_1;IS12;59.5;131;53;0;1;131;168;298;6.55e-55;167.0;CW
k99_926809_1;IS10;53.3;137;64;0;1;137;168;304;5.15e-47;147.0;CW
k99_928620_1;711;51.4;37;17;1;101;137;119;154;3.01e-07;40.4;CW
k99_928620_1;702;51.4;37;17;1;101;137;121;156;3.02e-07;40.4;CW
k99_928620_1;Thc_Cut1;51.4;37;17;1;101;137;120;155;3.03e-07;40.4;CW
k99_928620_1;Thc_Cut2;51.4;37;17;1;101;137;120;155;3.03e-07;40.4;CW
k99_928620_1;BTA-1;51.4;37;17;1;101;137;159;194;3.19e-07;40.4;CW
k99_928620_1;Tfu_0883;51.4;37;17;1;101;137;159;194;3.19e-07;40.4;CW
k99_928620_1;TfCut_2;51.4;37;17;1;101;137;159;194;3.19e-07;40.4;CW
k99_928620_1;Cut2;51.4;37;17;1;101;137;159;194;3.19e-07;40.4;CW
k99_928620_1;Tfu_0882;51.4;37;17;1;101;137;177;212;3.26e-07;40.4;CW
k99_928620_1;Cut1;51.4;37;17;1;101;137;177;212;3.26e-07;40.4;CW
k99_928620_1;Est1(Hydrolase4,Enzyme708);51.4;37;17;1;101;137;154;189;5.84e-07;39.7;CW
k99_928620_1;Est119;51.4;37;17;1;101;137;158;193;5.87e-07;39.7;CW
k99_939090_1;Est18_23;53.5;202;92;2;10;209;20;221;2.9399999999999997e-67;207.0;CW
k99_939090_1;101;52.8;144;60;3;69;205;2;144;4.56e-41;134.0;CW
k99_947425_1;202;51.4;37;18;0;67;103;38;74;7.43e-07;42.4;CW
k99_949833_4;202;57.9;38;16;0;129;166;32;69;1.01e-10;51.6;CW
k99_952629_1;PpEst;56.1;132;58;0;3;134;23;154;2.62e-53;159.0;CW
k99_953378_1;102;58.1;31;13;0;3;33;170;200;6.8e-07;40.0;CW
k99_965321_1;101;51.4;109;45;3;5;107;2;108;1.2600000000000001e-29;100.0;CW
k99_970575_2;PpEst;50.0;44;20;1;14;57;15;56;5.29e-12;50.1;CW
k99_973203_7;102;55.0;289;124;5;61;346;12;297;9.65e-101;300.0;CW
k99_978540_2;PpEst;57.6;92;39;0;1;92;46;137;4.0100000000000003e-35;111.0;CW
k99_978769_1;Est18_23;51.5;239;107;3;13;250;78;308;1.08e-79;241.0;CW
k99_978769_1;102;53.3;150;64;5;6;151;78;225;1.38e-41;137.0;CW
k99_984217_1;Est18_23;52.9;136;62;2;4;137;2;137;3.48e-42;138.0;CW
k99_984217_1;102;51.7;143;56;6;2;137;9;145;6.83e-38;123.0;CW
k99_984217_1;101;51.6;62;25;1;81;137;2;63;1.93e-15;63.5;CW
k99_993226_1;202;56.3;32;14;0;1;32;43;74;9.56e-07;38.5;CW
k99_995739_1;102;50.0;82;39;1;17;98;17;96;4.87e-19;72.0;CW
k99_1006987_1;202;53.2;47;20;1;46;90;32;78;1.59e-09;50.4;CW
k99_1024300_1;Est18_23;54.3;35;16;0;49;83;5;39;7.35e-10;46.6;CW
k99_1027342_1;IS10;50.0;122;60;1;8;129;46;166;4.6300000000000004e-36;118.0;CW
k99_1031834_1;101;52.7;148;57;4;55;194;2;144;4.17e-43;140.0;CW
k99_1040056_1;IS12;63.9;36;13;0;41;76;77;112;2.44e-15;60.8;CW
k99_1040471_1;Est18_23;57.7;220;88;1;7;221;5;224;8.250000000000001e-85;253.0;CW
k99_1040471_1;BsEstB;53.3;210;95;2;10;217;11;219;1.1900000000000001e-70;216.0;CW
k99_1040471_1;102;52.8;212;90;4;10;214;17;225;1.54e-66;200.0;CW
k99_1040471_1;101;52.1;144;57;3;82;214;2;144;1.22e-41;136.0;CW
k99_1054727_1;PpEst;51.6;128;56;2;59;182;1;126;1.45e-39;126.0;CW
k99_1059245_1;Est18_23;65.0;140;49;0;1;140;74;213;1.0699999999999999e-60;187.0;CW
k99_1059245_1;BsEstB;61.6;138;50;1;3;140;78;212;1.71e-53;168.0;CW
k99_1059245_1;101;52.8;144;53;4;7;140;2;140;9.05e-41;130.0;CW
k99_1061089_1;BsEstB;51.5;163;75;2;2;164;96;254;8.24e-49;157.0;CW
k99_1061089_1;101;51.9;131;57;2;1;125;14;144;2.86e-38;125.0;CW
k99_1064801_1;Est18_23;52.3;128;61;0;1;128;20;147;3.2299999999999995e-42;138.0;CW
k99_1064801_1;BsEstB;50.0;126;62;1;2;127;24;148;8.66e-37;123.0;CW
k99_1064801_1;101;58.8;68;22;2;61;123;2;68;1.54e-18;72.0;CW
k99_1067521_1;202;55.8;43;19;0;58;100;34;76;1.46e-09;50.1;CW
k99_1076712_8;PpEst;58.0;181;76;0;50;230;21;201;2.68e-76;222.0;CW
